0.5000,0.8728,0.8095,0.6448,0.2111
0.5038,0.8750,0.8080,0.6514,0.2076
0.5075,0.8772,0.8065,0.6579,0.2042
0.5113,0.8792,0.8050,0.6643,0.2008
0.5151,0.8812,0.8035,0.6705,0.1974
0.5188,0.8830,0.8021,0.6766,0.1941
0.5226,0.8848,0.8006,0.6825,0.1908
0.5264,0.8865,0.7990,0.6883,0.1875
0.5301,0.8880,0.7975,0.6939,0.1843
0.5339,0.8895,0.7960,0.6994,0.1811
0.5377,0.8909,0.7945,0.7047,0.1780
0.5414,0.8922,0.7930,0.7099,0.1749
0.5452,0.8934,0.7914,0.7148,0.1719
0.5489,0.8945,0.7899,0.7197,0.1689
0.5527,0.8955,0.7884,0.7243,0.1659
0.5564,0.8964,0.7868,0.7288,0.1630
0.5601,0.8971,0.7853,0.7331,0.1602
0.5639,0.8978,0.7837,0.7372,0.1573
0.5676,0.8985,0.7821,0.7412,0.1546
0.5713,0.8990,0.7806,0.7449,0.1518
0.5750,0.8994,0.7790,0.7485,0.1491
0.5788,0.8997,0.7774,0.7519,0.1465
0.5825,0.8999,0.7758,0.7551,0.1439
0.5862,0.9000,0.7743,0.7581,0.1414
0.5899,0.9000,0.7727,0.7610,0.1389
0.5936,0.8999,0.7711,0.7636,0.1364
0.5972,0.8997,0.7695,0.7660,0.1340
0.6009,0.8994,0.7679,0.7683,0.1317
0.6046,0.8990,0.7663,0.7704,0.1294
0.6083,0.8986,0.7646,0.7722,0.1271
0.6119,0.8980,0.7630,0.7739,0.1249
0.6156,0.8973,0.7614,0.7753,0.1228
0.6192,0.8965,0.7598,0.7766,0.1207
0.6228,0.8957,0.7581,0.7777,0.1186
0.6265,0.8947,0.7565,0.7785,0.1166
0.6301,0.8936,0.7549,0.7792,0.1147
0.6337,0.8924,0.7532,0.7797,0.1128
0.6373,0.8912,0.7516,0.7799,0.1109
0.6408,0.8898,0.7499,0.7800,0.1091
0.6444,0.8884,0.7483,0.7799,0.1074
0.6480,0.8868,0.7466,0.7795,0.1057
0.6515,0.8852,0.7449,0.7790,0.1041
0.6551,0.8834,0.7433,0.7782,0.1025
0.6586,0.8816,0.7416,0.7773,0.1009
0.6621,0.8796,0.7399,0.7761,0.0995
0.6657,0.8776,0.7382,0.7748,0.0980
0.6692,0.8755,0.7365,0.7732,0.0966
0.6726,0.8733,0.7348,0.7715,0.0953
0.6761,0.8710,0.7332,0.7696,0.0941
0.6796,0.8686,0.7315,0.7674,0.0928
0.6830,0.8661,0.7298,0.7651,0.0917
0.6865,0.8635,0.7281,0.7626,0.0906
0.6899,0.8609,0.7263,0.7598,0.0895
0.6933,0.8581,0.7246,0.7569,0.0885
0.6967,0.8553,0.7229,0.7538,0.0876
0.7001,0.8523,0.7212,0.7505,0.0867
0.7035,0.8493,0.7195,0.7471,0.0859
0.7068,0.8462,0.7178,0.7434,0.0851
0.7102,0.8430,0.7160,0.7396,0.0844
0.7135,0.8398,0.7143,0.7356,0.0837
0.7168,0.8364,0.7126,0.7314,0.0831
0.7201,0.8330,0.7108,0.7270,0.0825
0.7234,0.8294,0.7091,0.7224,0.0820
0.7266,0.8258,0.7073,0.7177,0.0816
0.7299,0.8221,0.7056,0.7128,0.0812
0.7331,0.8184,0.7039,0.7078,0.0809
0.7363,0.8145,0.7021,0.7026,0.0806
0.7395,0.8106,0.7003,0.6972,0.0803
0.7427,0.8066,0.6986,0.6917,0.0802
0.7459,0.8025,0.6968,0.6860,0.0801
0.7490,0.7984,0.6951,0.6801,0.0800
0.7522,0.7942,0.6933,0.6741,0.0800
0.7553,0.7899,0.6915,0.6680,0.0801
0.7584,0.7855,0.6898,0.6617,0.0802
0.7614,0.7811,0.6880,0.6553,0.0803
0.7645,0.7766,0.6862,0.6488,0.0806
0.7675,0.7720,0.6844,0.6421,0.0808
0.7706,0.7674,0.6827,0.6353,0.0812
0.7736,0.7627,0.6809,0.6283,0.0816
0.7766,0.7579,0.6791,0.6213,0.0820
0.7795,0.7531,0.6773,0.6141,0.0825
0.7825,0.7482,0.6755,0.6068,0.0831
0.7854,0.7432,0.6737,0.5994,0.0837
0.7883,0.7382,0.6719,0.5919,0.0843
0.7912,0.7331,0.6701,0.5843,0.0850
0.7940,0.7280,0.6683,0.5766,0.0858
0.7969,0.7228,0.6665,0.5688,0.0867
0.7997,0.7175,0.6647,0.5609,0.0875
0.8025,0.7122,0.6629,0.5529,0.0885
0.8053,0.7069,0.6611,0.5449,0.0895
0.8080,0.7015,0.6593,0.5368,0.0905
0.8108,0.6960,0.6575,0.5286,0.0916
0.8135,0.6905,0.6557,0.5203,0.0928
0.8162,0.6850,0.6539,0.5119,0.0940
0.8189,0.6794,0.6521,0.5035,0.0953
0.8215,0.6737,0.6503,0.4951,0.0966
0.8241,0.6681,0.6485,0.4866,0.0980
0.8267,0.6623,0.6467,0.4781,0.0994
0.8293,0.6566,0.6448,0.4695,0.1009
0.8319,0.6508,0.6430,0.4608,0.1024
0.8344,0.6449,0.6412,0.4522,0.1040
0.8369,0.6391,0.6394,0.4435,0.1056
0.8394,0.6332,0.6376,0.4348,0.1073
0.8419,0.6272,0.6357,0.4261,0.1090
0.8443,0.6212,0.6339,0.4173,0.1108
0.8467,0.6152,0.6321,0.4086,0.1127
0.8491,0.6092,0.6303,0.3998,0.1146
0.8515,0.6032,0.6284,0.3911,0.1165
0.8538,0.5971,0.6266,0.3823,0.1185
0.8561,0.5910,0.6248,0.3736,0.1206
0.8584,0.5848,0.6230,0.3649,0.1227
0.8607,0.5787,0.6211,0.3561,0.1248
0.8629,0.5725,0.6193,0.3475,0.1270
0.8652,0.5663,0.6175,0.3388,0.1293
0.8674,0.5601,0.6156,0.3302,0.1316
0.8695,0.5539,0.6138,0.3216,0.1339
0.8717,0.5477,0.6120,0.3131,0.1363
0.8738,0.5414,0.6101,0.3046,0.1388
0.8759,0.5352,0.6083,0.2961,0.1413
0.8779,0.5289,0.6065,0.2877,0.1438
0.8799,0.5226,0.6046,0.2794,0.1464
0.8820,0.5164,0.6028,0.2711,0.1490
0.8839,0.5101,0.6010,0.2629,0.1517
0.8859,0.5038,0.5991,0.2548,0.1544
0.8878,0.4975,0.5973,0.2467,0.1572
0.8897,0.4912,0.5955,0.2388,0.1600
0.8916,0.4850,0.5937,0.2309,0.1629
0.8934,0.4787,0.5918,0.2231,0.1658
0.8952,0.4724,0.5900,0.2154,0.1687
0.8970,0.4661,0.5882,0.2078,0.1717
0.8988,0.4599,0.5863,0.2003,0.1748
0.9005,0.4536,0.5845,0.1929,0.1779
0.9022,0.4474,0.5827,0.1856,0.1810
0.9039,0.4412,0.5808,0.1784,0.1841
0.9056,0.4350,0.5790,0.1714,0.1874
0.9072,0.4288,0.5772,0.1644,0.1906
0.9088,0.4226,0.5753,0.1576,0.1939
0.9103,0.4165,0.5735,0.1510,0.1972
0.9119,0.4103,0.5717,0.1444,0.2006
0.9134,0.4042,0.5699,0.1380,0.2040
0.9148,0.3981,0.5680,0.1317,0.2075
0.9163,0.3921,0.5662,0.1256,0.2110
0.9177,0.3860,0.5644,0.1196,0.2145
0.9191,0.3800,0.5626,0.1138,0.2181
0.9204,0.3740,0.5607,0.1081,0.2217
0.9218,0.3681,0.5589,0.1026,0.2253
0.9231,0.3622,0.5571,0.0972,0.2290
0.9243,0.3563,0.5553,0.0920,0.2327
0.9256,0.3504,0.5535,0.0870,0.2364
0.9268,0.3446,0.5517,0.0821,0.2402
0.9280,0.3389,0.5498,0.0774,0.2441
0.9291,0.3331,0.5480,0.0728,0.2479
0.9302,0.3274,0.5462,0.0685,0.2518
0.9313,0.3218,0.5444,0.0643,0.2557
0.9324,0.3162,0.5426,0.0603,0.2597
0.9334,0.3106,0.5408,0.0564,0.2636
0.9344,0.3051,0.5390,0.0528,0.2677
0.9354,0.2997,0.5372,0.0493,0.2717
0.9363,0.2943,0.5354,0.0460,0.2758
0.9372,0.2889,0.5336,0.0429,0.2799
0.9381,0.2836,0.5318,0.0400,0.2840
0.9390,0.2783,0.5300,0.0373,0.2882
0.9398,0.2731,0.5282,0.0348,0.2924
0.9406,0.2680,0.5264,0.0325,0.2966
0.9413,0.2629,0.5246,0.0304,0.3008
0.9420,0.2579,0.5228,0.0284,0.3051
0.9427,0.2529,0.5210,0.0267,0.3094
0.9434,0.2480,0.5192,0.0252,0.3137
0.9440,0.2431,0.5175,0.0238,0.3181
0.9446,0.2383,0.5157,0.0227,0.3225
0.9452,0.2336,0.5139,0.0217,0.3269
0.9457,0.2290,0.5121,0.0210,0.3313
0.9462,0.2244,0.5104,0.0205,0.3357
0.9467,0.2199,0.5086,0.0201,0.3402
0.9471,0.2154,0.5068,0.0200,0.3447
0.9475,0.2110,0.5051,0.0201,0.3492
0.9479,0.2067,0.5033,0.0203,0.3537
0.9483,0.2025,0.5015,0.0208,0.3582
0.9486,0.1983,0.4998,0.0215,0.3628
0.9489,0.1942,0.4980,0.0224,0.3674
0.9491,0.1902,0.4963,0.0234,0.3720
0.9493,0.1863,0.4945,0.0247,0.3766
0.9495,0.1824,0.4928,0.0262,0.3812
0.9497,0.1786,0.4910,0.0279,0.3859
0.9498,0.1749,0.4893,0.0297,0.3905
0.9499,0.1713,0.4876,0.0318,0.3952
0.9500,0.1678,0.4858,0.0340,0.3999
0.9500,0.1643,0.4841,0.0365,0.4046
0.9500,0.1609,0.4824,0.0391,0.4093
0.9500,0.1577,0.4806,0.0420,0.4141
0.9499,0.1544,0.4789,0.0450,0.4188
0.9498,0.1513,0.4772,0.0482,0.4236
0.9497,0.1483,0.4755,0.0516,0.4283
0.9495,0.1453,0.4738,0.0552,0.4331
0.9493,0.1425,0.4721,0.0590,0.4379
0.9491,0.1397,0.4704,0.0630,0.4427
0.9489,0.1370,0.4687,0.0671,0.4475
0.9486,0.1344,0.4670,0.0714,0.4523
0.9483,0.1319,0.4653,0.0759,0.4571
0.9479,0.1295,0.4636,0.0805,0.4619
0.9475,0.1272,0.4619,0.0854,0.4667
